ptb_rate,seed,label_homophily_macro,label_homophily_micro,sens_homophily_macro,sens_homophily_micro
0.05,42.0,0.6831048591822716,0.7113412065825503,0.899095063166383,0.8724072490452818
0.05,0.0,0.6832077264658949,0.7114219727522513,0.8987455250685807,0.8721679230703019
0.05,1.0,0.6831114217276252,0.7110403681081372,0.8989182182558882,0.8720670077257109
0.05,2.0,0.6832208667794321,0.7113065931644671,0.8987143548763067,0.8719732151087093
0.05,100.0,0.6830458174348686,0.7110338137538039,0.8989305483402898,0.8720871573525157
0.1,42.0,0.6830458174348686,0.7110338137538039,0.8989305483402898,0.8720871573525157
0.1,0.0,0.6830458174348686,0.7110338137538039,0.8989305483402898,0.8720871573525157
0.1,1.0,0.6830458174348686,0.7110338137538039,0.8989305483402898,0.8720871573525157
0.1,2.0,0.6830458174348686,0.7110338137538039,0.8989305483402898,0.8720871573525157
0.1,100.0,0.6830458174348686,0.7110338137538039,0.8989305483402898,0.8720871573525157
0.15,42.0,0.6376445280989513,0.6613175255282302,0.8949060380628007,0.8684408285220365
0.15,0.0,0.637682372137781,0.6610522473784546,0.8953313928121022,0.8691156850502808
0.15,1.0,0.6375480665886455,0.6601685697489735,0.8949879385703026,0.8687103926764806
0.15,2.0,0.637751532366572,0.6612191469775002,0.8951532366571984,0.8686134332846339
0.15,100.0,0.6374851535968582,0.6608894647193931,0.8949978812168381,0.8687710612013236
0.2,42.0,0.6374851535968582,0.6608894647193931,0.8949978812168381,0.8687710612013236
0.2,0.0,0.6374851535968582,0.6608894647193931,0.8949978812168381,0.8687710612013236
0.2,1.0,0.6374851535968582,0.6608894647193931,0.8949978812168381,0.8687710612013236
0.2,2.0,0.6374851535968582,0.6608894647193931,0.8949978812168381,0.8687710612013236
0.2,100.0,0.6374851535968582,0.6608894647193931,0.8949978812168381,0.8687710612013236
0.25,42.0,0.6035887363882529,0.6224349398694475,0.8941392494799354,0.8691177905224013
0.25,0.0,0.5921570971695012,0.6128214422134483,0.890910721224258,0.8652839213674733
0.25,1.0,0.5921626064863249,0.6126191622692228,0.8913884322223883,0.8657176262443932
0.25,2.0,0.5921956762252191,0.6127691106268307,0.8920431779445623,0.8663209959279502
0.25,100.0,0.591947133305898,0.6116760229443456,0.8910817274717148,0.8652212041289234
0.3,42.0,0.591947133305898,0.6116760229443456,0.8910817274717148,0.8652212041289234
0.3,0.0,0.591947133305898,0.6116760229443456,0.8910817274717148,0.8652212041289234
0.3,1.0,0.591947133305898,0.6116760229443456,0.8910817274717148,0.8652212041289234
0.3,2.0,0.591947133305898,0.6116760229443456,0.8910817274717148,0.8652212041289234
0.3,100.0,0.591947133305898,0.6116760229443456,0.8910817274717148,0.8652212041289234
